	id	species	gene_names	gene_synonyms	description	term_ids	sources
6518	6518	ath	EMB1412		embryo defective. terminal embryo phenotype: preglobular/globular stage.		TAIR
6517	6517	ath	EMB1411		embryo defective. further details not available.		TAIR
6448	6448	ath	EMB1321		embryo defective. terminal embryo phenotype: preglobular stage.		TAIR
6449	6449	ath	EMB1322		embryo defective. terminal embryo phenotype: preglobular stage.		TAIR
6450	6450	ath	EMB1323		embryo defective. terminal embryo phenotype: globular stage.		TAIR
6451	6451	ath	EMB1324		embryo defective. terminal embryo phenotype: cotyledon stage.		TAIR
6452	6452	ath	EMB1325		embryo defective. terminal embryo phenotype: globular stage.		TAIR
6453	6453	ath	EMB1327		embryo defective. terminal embryo phenotype: cotyledon stage.		TAIR
6454	6454	ath	EMB1328		embryo defective. terminal embryo phenotype: preglobular stage.		TAIR
6455	6455	ath	EMB1329		embryo defective. terminal embryo phenotype: preglobular stage.		TAIR
6456	6456	ath	EMB1330		embryo defective. terminal embryo phenotype: cotyledon stage.		TAIR
6447	6447	ath	EMB132		developmental arrest of mutant embryos occurs at variable early globular stage. white seeds. white embryo. 18.6% mutant. 55.1% aborted seeds in top half of silique.		TAIR
6457	6457	ath	EMB1331		embryo defective. terminal embryo phenotype: preglobular stage.		TAIR
6459	6459	ath	EMB1333		embryo defective. terminal embryo phenotype: preglobular stage.		TAIR
6460	6460	ath	EMB1334		embryo defective. terminal embryo phenotype: preglobular stage.		TAIR
6461	6461	ath	EMB1335		embryo defective. terminal embryo phenotype: preglobular stage.		TAIR
6462	6462	ath	EMB1336		embryo defective. terminal embryo phenotype: globular stage.		TAIR
6463	6463	ath	EMB1337		embryo defective. terminal embryo phenotype: cotyledon stage.		TAIR
6464	6464	ath	EMB1338		embryo defective. terminal embryo phenotype: cotyledon stage.		TAIR
6465	6465	ath	EMB1339		embryo defective. terminal embryo phenotype: cotyledon stage.		TAIR
6466	6466	ath	EMB1340		embryo defective. terminal embryo phenotype: cotyledon stage.		TAIR
6467	6467	ath	EMB1341		embryo defective. terminal embryo phenotype: variable.		TAIR
6458	6458	ath	EMB1332		embryo defective. terminal embryo phenotype: preglobular stage.		TAIR
6468	6468	ath	EMB1342		embryo defective. terminal embryo phenotype: transition stage.		TAIR
6446	6446	ath	EMB1319		embryo defective. terminal embryo phenotype: globular stage.		TAIR
6444	6444	ath	EMB1317		embryo defective. terminal embryo phenotype: transition stage.		TAIR
6424	6424	ath	EMB1297		embryo defective. terminal embryo phenotype: zygotic/preglobular stage.		TAIR
6425	6425	ath	EMB1298		embryo defective. terminal embryo phenotype: cotyledon stage.		TAIR
6426	6426	ath	EMB130		developmental arrest of mutant embryos occurs at early preglobular stage. white seeds. 25.1% mutant. 52.4% aborted seeds in top half of silique.		TAIR
6427	6427	ath	EMB1300		embryo defective. terminal embryo phenotype: zygotic/preglobular stage.		TAIR
6428	6428	ath	EMB1301		embryo defective. terminal embryo phenotype: globular stage.		TAIR
6429	6429	ath	EMB1302		embryo defective. terminal embryo phenotype: preglobular/globular stage.		TAIR
6430	6430	ath	EMB1304		embryo defective. terminal embryo phenotype: zygotic stage.		TAIR
6431	6431	ath	EMB1305		embryo defective. terminal embryo phenotype: preglobular stage.		TAIR
6432	6432	ath	EMB1306		embryo defective. terminal embryo phenotype: globular stage.		TAIR
6445	6445	ath	EMB1318		embryo defective. terminal embryo phenotype: globular stage.		TAIR
6433	6433	ath	EMB1307		embryo defective. terminal embryo phenotype: transition stage.		TAIR
6435	6435	ath	EMB1309		embryo defective. terminal embryo phenotype: cotyledon stage.		TAIR
6436	6436	ath	EMB131		developmental arrest of mutant embryos occurs at globular stage, elongated. pale yellow-green seeds. white to pale yellow-green embryo. 21.3% mutant. 70.0% aborted seeds in top half of silique.		TAIR
6437	6437	ath	EMB1310		embryo defective. terminal embryo phenotype: globular stage.		TAIR
6438	6438	ath	EMB1311		embryo defective. terminal embryo phenotype: preglobular stage.		TAIR
6439	6439	ath	EMB1312		embryo defective. terminal embryo phenotype: preglobular stage.		TAIR
6440	6440	ath	EMB1313		embryo defective. terminal embryo phenotype: preglobular/globular stage.		TAIR
6441	6441	ath	EMB1314		embryo defective. terminal embryo phenotype: preglobular/globular stage.		TAIR
6442	6442	ath	EMB1315		embryo defective. terminal embryo phenotype: cotyledon stage.		TAIR
6443	6443	ath	EMB1316		embryo defective. terminal embryo phenotype: cotyledon stage.		TAIR
6434	6434	ath	EMB1308		embryo defective. terminal embryo phenotype: globular stage.		TAIR
6469	6469	ath	EMB1343		embryo defective. terminal embryo phenotype: transition stage.		TAIR
6470	6470	ath	EMB1346		embryo defective. terminal embryo phenotype: transition stage.		TAIR
6471	6471	ath	EMB1347		embryo defective. further details not available.		TAIR
6497	6497	ath	EMB1386		embryo defective. terminal embryo phenotype: cotyledon stage.		TAIR
6498	6498	ath	EMB1387		embryo defective. terminal embryo phenotype: preglobular stage.		TAIR
6499	6499	ath	EMB1388		embryo defective. terminal embryo phenotype: transition stage.		TAIR
6500	6500	ath	EMB1389		embryo defective. terminal embryo phenotype: zygotic/preglobular stage.		TAIR
6501	6501	ath	EMB1390		embryo defective. terminal embryo phenotype: zygotic stage.		TAIR
6502	6502	ath	EMB1392		embryo defective. terminal embryo phenotype: preglobular/globular stage.		TAIR
6503	6503	ath	EMB1394		embryo defective. terminal embryo phenotype: globular stage.		TAIR
6504	6504	ath	EMB1396		embryo defective. terminal embryo phenotype: globular stage.		TAIR
6505	6505	ath	EMB1397		embryo defective. terminal embryo phenotype: zygotic stage.		TAIR
6496	6496	ath	EMB1385		embryo defective. terminal embryo phenotype: preglobular/globular stage.		TAIR
6506	6506	ath	EMB1398		embryo defective. terminal embryo phenotype: variable.		TAIR
6508	6508	ath	EMB1400		embryo defective. terminal embryo phenotype: variable.		TAIR
6509	6509	ath	EMB1402		embryo defective. terminal embryo phenotype: cotyledon stage.		TAIR
6510	6510	ath	EMB1403		embryo defective. terminal embryo phenotype: cotyledon stage.		TAIR
6511	6511	ath	EMB1404		embryo defective. terminal embryo phenotype: globular stage.		TAIR
6512	6512	ath	EMB1405		embryo defective. terminal embryo phenotype: cotyledon stage.		TAIR
6513	6513	ath	EMB1406		embryo defective. terminal embryo phenotype: variable.		TAIR
6514	6514	ath	EMB1409		embryo defective. terminal embryo phenotype: transition stage.		TAIR
6515	6515	ath	EMB141		developmental arrest of mutant embryos occurs at late preglobular stage. white seeds. 24.6% mutant. 49.1% aborted seeds in top half of silique.		TAIR
6516	6516	ath	EMB1410		embryo defective. terminal embryo phenotype: globular stage.		TAIR
6507	6507	ath	EMB1399		embryo defective. terminal embryo phenotype: variable.		TAIR
6495	6495	ath	EMB1384		embryo defective. terminal embryo phenotype: globular stage.		TAIR
6494	6494	ath	EMB1383		embryo defective. terminal embryo phenotype: cotyledon stage.		TAIR
6493	6493	ath	EMB1382		embryo defective. further details not available.		TAIR
6472	6472	ath	EMB1348		embryo defective. terminal embryo phenotype: cotyledon stage.		TAIR
6473	6473	ath	EMB135		developmental arrest of mutant embryos occurs at globular stage, albino at maturity. white seeds. white embryo. 25.2% mutant. 45.6% aborted seeds in top half of silique.		TAIR
6474	6474	ath	EMB1350		embryo defective. terminal embryo phenotype: zygotic stage.		TAIR
6475	6475	ath	EMB1351		embryo defective. terminal embryo phenotype: variable.		TAIR
6476	6476	ath	EMB1352		embryo defective. terminal embryo phenotype: cotyledon stage.		TAIR
6477	6477	ath	EMB1355		embryo defective. terminal embryo phenotype: cotyledon stage.		TAIR
6478	6478	ath	EMB1356		embryo defective. terminal embryo phenotype: zygotic stage.		TAIR
6479	6479	ath	EMB1360		embryo defective. terminal embryo phenotype: cotyledon stage.		TAIR
6480	6480	ath	EMB1362		embryo defective. terminal embryo phenotype: cotyledon stage.		TAIR
6481	6481	ath	EMB1363		embryo defective. terminal embryo phenotype: globular stage.		TAIR
6482	6482	ath	EMB1364		embryo defective. terminal embryo phenotype: globular stage.		TAIR
6483	6483	ath	EMB1366		embryo defective. terminal embryo phenotype: cotyledon stage.		TAIR
6484	6484	ath	EMB1368		embryo defective. terminal embryo phenotype: variable.		TAIR
6485	6485	ath	EMB1369		embryo defective. terminal embryo phenotype: variable.		TAIR
6486	6486	ath	EMB137		developmental arrest of mutant embryos occurs at early preglobular stage. white seeds. 20.5% mutant. 52.4% aborted seeds in top half of silique.		TAIR
6487	6487	ath	EMB1370		embryo defective. terminal embryo phenotype: cotyledon stage.		TAIR
6488	6488	ath	EMB1372		embryo defective. terminal embryo phenotype: cotyledon stage.		TAIR
6489	6489	ath	EMB1376		embryo defective. terminal embryo phenotype: variable.		TAIR
6490	6490	ath	EMB1377		embryo defective. terminal embryo phenotype: cotyledon stage.		TAIR
6491	6491	ath	EMB1378		embryo defective. terminal embryo phenotype: cotyledon stage.		TAIR
6492	6492	ath	EMB1380		embryo defective. terminal embryo phenotype: cotyledon stage.		TAIR
6422	6422	ath	EMB1295		embryo defective. terminal embryo phenotype: globular stage.		TAIR
6229	6229	ath	EMB1053		embryo defective. terminal embryo phenotype: preglobular/globular stage.		TAIR
6228	6228	ath	EMB1051		embryo defective. terminal embryo phenotype: globular stage.		TAIR
6227	6227	ath	EMB105		developmental arrest of mutant embryos occurs at early globular stage. white seeds. white embryo. 24.8% mutant. 49.2% aborted seeds in top half of silique.		TAIR
4518	4518	ath	AT1G32170		No visible phenotype.		TAIR
4517	4517	ath	AT1G32070		Mutant accumulates lower levels of melatonin and less anthocyanin than the wild type.		TAIR
4516	4516	ath	AT1G31720		mwl1-1/mwl2-1 double homozygous mutants are smaller compared with WT.		TAIR
4515	4515	ath	AT1G31650		Hypersensitive to ABA treatment.		TAIR
4514	4514	ath	AT1G31500		Under normal growth conditions, hesp mutant plants possess not only higher Phi(PSII) than wild type plants, but also a higher oxidized redox state of QA, which reduced significantly NPQ. Mutants also have altered expression of CCA1, TOC1 and LHY.		TAIR
4513	4513	ath	AT1G31410		No visible phenotype.		TAIR
4512	4512	ath	AT1G31360		No visible phenotype.		TAIR
4511	4511	ath	AT1G30960		Sporophytic maternal effect mutation. In heterozygous plants when the mutant allele is transmitted by the female,about half the embryos abort. Aborted embryos have increased ROS and cell death.		TAIR
4510	4510	ath	AT1G30900		No visible phenotype.		TAIR
4519	4519	ath	AT1G32240		Produces abaxial trichomes precociously. kan1 kan2 double mutants have small, up-curled leaves with abaxial protrusions, and are sterile. No visible phenotype. High levels of free branched-chain amino acids in mature seeds and leaves subjected to prolonged darkness, early senescence in prolonged darkness. About nine-tenths of the mutants exhibited abaxialized vasculature. The exclusively adaxialized vasculature observed in kan1 kan2 petioles was not detected in bop1 bop2 kan1 kan2 petioles. The radialized portion of bop1 bop2 kan1 kan2 leaves showed various kinds of organ polarity defects. The vascular bundles of nearly half of the leaves (44.0%) consisted of phloem surrounded by xylem, while one-third (36.0%) displayed xylem surrounded by phloem, and a small percentage (16.0%) had a mixture of both types of vasculature. . Quadruple mutant plants developed narrow leaves with ectopic blade outgrowth along the petioles, like bop1 bop2 leaves, as well as ectopic outgrowths on their abaxial lamina, like kan1 kan2 leaves. However, all of the bop1 bop2 kan1 kan2 leaves also showed extended, radialized petiole development that was not observed in either parental genotype. . bop1 bop2 kan1 kan2 stems had a decreased ratio of adaxialized vascular phenotypes compared with kan1 kan2 stems. Similar to what was observed in petioles, 6.7% of bop1 bop2 kan1 kan2 stems exhibited an abaxialized phenotype of xylem surrounded by phloem, while others (13.3%) had both types of vasculature in a single stem. Similar to kan1 kan2 double mutant.  However, the ovules have a novel phenotype, forming a single amorphous structure in place of both integuments. All kan1 kan2 stem vascular bundles displayed phloem surrounded by xylem, indicating adaxialized polarity. Cotyledons are narrow, cup-shaped and point upward. Leaves are narrow, dark green and develop ectopic outgrowths on their abaxial side only.  Four to six stipules, rather than two, develop at the base of each leaf, surrounding its entire circumference.  Stems fail to elongate upon flowering.  Floral organ morphology is highly abnormal.  Mature ovules have reduced outer integuments. Aberrant positioning of cell types, primarily along the adaxial/abaxial lateral organ axis. Double mutant plants have narrow leaves and developed ectopic outgrowths on their abaxial lamina. . External structures of the carpel are largely absent.  Ovules arise from a surface or column of tissue at the center of the flower. The inner integuments of these ovules are normal but the asymmetrical outer integument is now a nearly symmetrical and relatively amorphous collar of tissue. The vasculature in more than half (55.9%) of kan1 kan2 leaf petioles exhibited a pattern of phloem surrounded by xylem, representing an adaxialized phenotype. However, very surprisingly, 17.6% of kan1 kan2 leaf petioles had abaxialized vasculature or a mixture of adaxialized and abaxialized vasculature. Radialized leaf like organs form on the hypocotyl. Altered stomata and root hair pattering.Increased periclinal divisions on abaxial side of cotyledons and hypocotyl.Ectopic expression of PIN1 in hypocotyl region. kan1/kan2 defects in gynoecium development is mostly supressed. Plants are fertile and siliques more elongated compared to the kan1/kan2 double mutant and only occasionally form ectopic style tissue along the replum.Leaves are small and adaxialized.		TAIR
4509	4509	ath	AT1G30840		Reduced NPQ, affected organization of light-harvesting complex II and an enhanced grana stacking.		TAIR
4507	4507	ath	AT1G30570		morphological phenotype similar to wt. resistant to kanamycin.		TAIR
4506	4506	ath	AT1G30490		Segregates the dominant homozygous phavoluta mutants. This mutation causes transformation of abaxial to adaxial fates in leaves and leaf-like organs. phb-13 phv-11 cna-2 triple mutants often displayed tri-cotyledons, enlarged SAM, stem fasciation, flowers with extra organs, silique enlargement, and reduced fertility. Transformation of abaxial to adaxial fates in leaves and leaf-like organs. the most severely affected organs develop with radial symmetry and exhibit adaxial traits around their circumference. Defects in embryonic cell patterning in essentially all double mutants.  Pleotropic cotyledon phenotypes.  Large increase in phenotypic penetrance.		TAIR
4505	4505	ath	AT1G30460		ABA and Ca(2+) activation of slow-type anion channels and ABA activation of plasma membrane Ca(2+)-permeable channels were impaired in independent alleles of single and double cpk3cpk6 mutant guard cells. Furthermore, ABA- and Ca(2+)-induced stomatal closing were partially impaired in these cpk3cpk6 mutant alleles. However, rapid-type anion channel current activity was not affected, consistent with the partial stomatal closing response in double mutants via a proposed branched signaling network. Imposed Ca(2+) oscillation experiments revealed that Ca(2+)-reactive stomatal closure was reduced in CDPK double mutant plants. However, long-lasting Ca(2+)-programmed stomatal closure was not impaired.		TAIR
4504	4504	ath	AT1G30380		Double mutants were intermediate in mean size when compared with the corresponding single mutants. Germination of mutant seeds was not affected and visual inspection did not reveal any drastic change in phenotype compared with WT plants, except for a slightly lighter pigmentation. Increase in the Chl a/b ratio. No drop in total Chl levels. The level of the xanthophyll cycle pigments (VAZ-pool) was higher than in WT plants. Decrease in mean size.		TAIR
4503	4503	ath	AT1G29400		No visible phenotype.		TAIR
4502	4502	ath	AT1G29170		Phenotype not described.		TAIR
4501	4501	ath	AT1G29060		Increased sensitivity to salt (130 or 140 mM NaCl ) and osmotic (350 or 400 mM mannitol) stress. Increased salt tolerance.		TAIR
4500	4500	ath	AT1G28340		No visible phenotype.		TAIR
4499	4499	ath	AT1G28230		incompletely dominant mutation. defective in acid phosphatase production under phosphorus starvation. responds to phosphorus-deficient conditions by an increase in overall levels of acid phosphatase activity, accumulation of anthocyanins, increase of the root-to- shoot ratio and changes in the partitioning of phosphorus between roots and shoots.		TAIR
4508	4508	ath	AT1G30690		RAM size was reduced by 25%,mutants germinated in 100 nM 2,4D were highly agravitropic, embryo patterning defects.		TAIR
4498	4498	ath	AT1G28010		Inflorescence stems from the homozygous mutants have smaller xylem vessels and smaller phloem areas compared to WT plants.  Inflorescence apices also have a reduction in polar auxin transport.		TAIR
4520	4520	ath	AT1G32500		Homozygous offsprings of the T-DNA line show a characteristic set of phenotypes. The chlorophyll content is reduced to 75% compared to wild type. Plants appear slightly bleached. The ultrastructure of the plastids is conspicuously different to wild type plastids. Most evident is the structure of the thylakoids, which are reduced and the grana are unorganized compared to the wild type situation. The overall architecture of mutant homozygous plants is slightly altered compared to wild type. Roots of 6 day-old seedlings were 35% shorter on average. The main macroscopic effect of the mutation is that mutant plants produce a large amount of aborted seeds. Only about 60% of the mature seeds contain phenotypically normal, viable embryos. Up to 30% of the seeds are aborted, dark and shrunken, and do not germinate. Most of these aborted seeds contain embryos arrested at the globular stage as well as ball/oblong-shaped embryos (ca. 75%). The morphogenesis of these embryos was blocked before initiation of cotyledon growth and establishment of bilateral symmetry. The other aborted seeds contain embryos arrested at the torpedo or bent cotyledon stage with abnormal- shaped, thickened hypocotyls and underdeveloped cotyledons (ca. 25%). About 10% of all seeds are narrow, containing undersized, tenuous embryos which are not viable.		TAIR
4522	4522	ath	AT1G32770		Loss of secondary cell wall in stem, silique and hypocotyl. Fragile stem. Indehiscent silique. Plants are indehiscent because siliques lack secondary walls except in vascular vessels. Under short-day conditions, the nst1-1 nst3-1 plants were no longer able to remain upright when they reached >15cmin height neither lignin nor cellulose, which constitute secondary walls, was produced in inflorescence stems of nst1-1 nst3-1 plants, . No visible phenotype.		TAIR
4542	4542	ath	AT1G35240		no obvious auxin-related growth phenotype.		TAIR
4541	4541	ath	AT1G34670		Significantly higher lateral root density than wild type.		TAIR
4540	4540	ath	AT1G34410		no obvious auxin-related growth phenotype.		TAIR
4539	4539	ath	AT1G34390		no obvious auxin-related growth phenotype.		TAIR
4538	4538	ath	AT1G34355		diploid pollen grains.		TAIR
4537	4537	ath	AT1G34350		Pollen is defective in germination and pollen tube growth.  Abnormal callose deposition in pollen grains.		TAIR
4536	4536	ath	AT1G34310		no obvious auxin-related growth phenotype.		TAIR
4535	4535	ath	AT1G34290		No visible phenotype.		TAIR
4534	4534	ath	AT1G34210		No visible phenotype. double mutants were not able to produce seeds because of a lack of pollen  development in mutant anthers. In young buds, double mutant anthers developed normally, but serk1 serk2 microsporangia  produced more sporogenous cells that were unable to develop beyond meiosis. Furthermore, serk1 serk2 double mutants  developed only three cell layers surrounding the sporogenous cell mass, whereas wild-type anthers developed four cell layers.  Further confocal microscopic and molecular analyses showed that serk1 serk2 double mutant anthers lack development  of the tapetal cell layer, which accounts for the microspore abortion and male sterility.		TAIR
4521	4521	ath	AT1G32580		No visible phenotype.		TAIR
4533	4533	ath	AT1G34170		no obvious auxin-related growth phenotype.		TAIR
4531	4531	ath	AT1G33980		over-representation of PTC-containing mRNAs. flowering time affected. narrower and more jagged rosette leaves than wild-type plants. phenotype can vary with conditions. over-representation of PTC-containing mRNAs. narrower and more jagged rosette leaves than wild-type plants. milder phenotype than upf3-1. phenotype can vary with conditions. increased stability of mRNA containing premature translation termination codons (PTCs). late flowering in long day growth conditions. narrower and more jagged rosette leaves than both wild-type plants. aberrant flower formation.		TAIR
4530	4530	ath	AT1G33560		reduced stature and slightly curved leaves, increased PR-1 gene expression (all segregate as semi-dominant traits).  Under high light intensity, plants develop occasional, tiny punctate lesions.		TAIR
4529	4529	ath	AT1G33430		Thin exine with a poorly reticulate tectum and considerable debris adhered to the pollen grain surface. Extremely thin pollen exine layer. Nexine, bacula, and tectum are present. Many mature pollen grains are withered and aggregated, but fertility is normal.		TAIR
4528	4528	ath	AT1G33415		Thin exine with a poorly reticulate tectum and considerable debris adhered to the pollen grain surface.		TAIR
4527	4527	ath	AT1G33390		Abnormal widening and flattening of stems (fasciated plants). Unstable phenotype, expressivity depends on fluctuation of growth conditions. Caulis fasciation mutant. Unstable phenotype. Expressivity depends on growth condition fluctuations.		TAIR
4526	4526	ath	AT1G33280		WT phenotype. Columella root cap cells fail to detach. same as smb-3 single mutant. Root cap cells appear as a mass lacking uniform morphology. Cells can be highly elongated and twisted.   Cells fail to stop elongation and to  adopt the rigid, rectangular morphology of COL cells.   When compared with smb-3, the triple mutant has thesame number of complete LRC layers, and the appearance of the cells in those layers closely resembles that in smb-3. However, partial remains of older LRC layers remain attached to the meristem in the triple mutant, giving it a messy appearance. Remains of old LRC cap layers can be  found still attached to the root along its whole length. .		TAIR
4525	4525	ath	AT1G33140		Pointed and more serrated leaves.		TAIR
4524	4524	ath	AT1G32900		Decreased effective quantum yield of photosystem II, pale green plants, reduced growth rate.		TAIR
4523	4523	ath	AT1G32850		No visible phenotype.		TAIR
4532	4532	ath	AT1G34130		No visible phenotype observed in plants. not sensitive to NaCl. however, when crossed with stt3a-1 plants, 1/4 of male and female gametes are lethal, indicating that these oligosaccharyltransferases (OST) isoforms have overlapping and essential functions.		TAIR
4543	4543	ath	AT1G35520		no obvious auxin-related growth phenotype.		TAIR
4497	4497	ath	AT1G27660		Mutation is lethal in the homozygous state.		TAIR
4495	4495	ath	AT1G27510		No visible phenotype. Once they were transferred to the long day conditions (after being grown in constant light until they reached the rosette leaf stage and were ready to bolt), the mutant plants continued to grow similarly to wild type except that their growth was slightly reduced and their final height was ~80% of that of wild type. Under continuous light the mutant plants grew equally well compared to wild type and finally reached the same height. When mature plants grown under continuous light were shifted to the dark for 8 h free protochlorophyllide accumulated in the mutant to similar levels in rosette leaves and were 3- to 4-fold higher than in wild-type controls. Once they were transferred to the long day conditions (after being grown in constant light until they reached the rosette leaf stage and were ready to bolt), the mutant plants stopped growing.		TAIR
4470	4470	ath	AT1G21610		When plants were wounded by tweezing twice, one week apart,comparison of SALK_090109C to Columbia resulted in significantly less shoot biomass (P=0.049) and significantly more root biomass (P=0.01) in the mutant plants.  There was no significant difference in growth between mutant and wild type upon comparison of growth curves.		TAIR
4469	4469	ath	AT1G21540		No visible phenotype.		TAIR
4468	4468	ath	AT1G21530		No visible phenotype.		TAIR
4467	4467	ath	AT1G21410		Defect in protein degradation. Phenotype not described. The mutant does not have any obvious defects and a KRP1:GUS fusion protein is not stabilized in this line, nor in a skp2a / skp2b double mutant. But, over-expression analyses suggest that SKP2b, but not SKP2a, may be involved in regulating KRP1 stability.		TAIR
4466	4466	ath	AT1G21400		High levels of free branched-chain amino acids in leaves subjected to prolonged darkness, early senescence in prolonged darkness. High levels of free branched-chain amino acids in mature seeds and leaves subjected to prolonged darkness, early senescence in prolonged darkness.		TAIR
4465	4465	ath	AT1G20970		No visible phenotype.		TAIR
4464	4464	ath	AT1G20900		Delayed leaf  senescence, slightly shorter petioles, round and enlarged  leaves, an increased number of inflorescences, a late flowering  phenotype and increased biomass. .		TAIR
4463	4463	ath	AT1G20870		Higher levels of DNA methylation than in wild type.		TAIR
4462	4462	ath	AT1G20830		defective in chloroplast division.		TAIR
4471	4471	ath	AT1G21750		Increased root elongation, dry weight, and proline accumulation.		TAIR
4461	4461	ath	AT1G20820		defective in chloroplast division.		TAIR
4459	4459	ath	AT1G20560		No visible phenotype.		TAIR
4458	4458	ath	AT1G20510		reduced levels of JA.		TAIR
4457	4457	ath	AT1G20500		No visible phenotype.		TAIR
4456	4456	ath	AT1G20490		No visible phenotype.		TAIR
4455	4455	ath	AT1G20480		No visible phenotype.		TAIR
4454	4454	ath	AT1G20340		Lower biomass than WT. Delayed bolting. Reduced copper accumulation.		TAIR
4453	4453	ath	AT1G19950		Discontinuous cotyledon pattern, altered siliques.		TAIR
4452	4452	ath	AT1G19890		No visible phenotype.		TAIR
4451	4451	ath	AT1G19835		Reduced trichome branching.		TAIR
4460	4460	ath	AT1G20700		Reduced fertility, short siliques and aborted seeds. Late flowering. Reduced number of lateral roots.Short stamens.		TAIR
4496	4496	ath	AT1G27595		Increased sensitivity to glucose. Plants grown on 3% glucose have shorter roots. Also have increased anthocyanin levels, increased starch content, when grown on 2-3% glucose.		TAIR
4472	4472	ath	AT1G22130		Reduced seed set due to decreased pollen viability and other pollen defects. No visible phenotype. Reduced fertility and seed set due to reduced pollen viability, delayed pollen germination, and inhibited pollen tube growth. Low rate of allele transmission in the presence of competing pollen. Reduced seed set. Pollen tubes are delayed in germination/growth. Reduced seed set.		TAIR
4474	4474	ath	AT1G22840		Delayed growth and development, later flowering. Double mutants have lower levels of active gibberellins and higher levels of DELLA proteins.		TAIR
4494	4494	ath	AT1G26870		Homozygotes have a reduced number of columella root cap (COL) and lateral root cap (LRC) cell layers. Meristem length, meristem cell number and root length are comparable to WT. Periclinal division rates in the COL and LRC stem cells are reduced.		TAIR
4493	4493	ath	AT1G26830		Mutants are virtually indistinguishable  from wild-type siblings in the dark and in all light conditions, both at seedling and mature stages. Significant increase (five- to sixfold) in the total amount of CSN5 with respect to the CSN5 level observed in the csn5a-2 single mutant. Mutant plants flowered slightly later than wild type and had a reduced sensitivity of the inhibition of hypocotyl growth in far-red light. No visible phenotype. Arrest of embryogenesis occurred predominantly at heart stage. The following abnormalities were observed: premature or abnormal division of hypophyseal cell, underdeveloped short suspensor, abnormalities in procambial cell divisions, abnormalities in protoderm formation, underdeveloped endosperm with delayed cellularization. Segregates about 17% embryo lethal. Embryos about around the transition stage.		TAIR
4492	4492	ath	AT1G26810		In contrast with wild-type plants, no Lea-containing peaks were found in extracts of the mutant. Mutant lines did not display a detectable signal with JIM84 (a monoclonal antibody specifically binding to Lea structures on plant N-glycans), whereas, in wild-type plants, a strong staining was visible. No visible phenotype.		TAIR
4491	4491	ath	AT1G26700		No visible phenotype. Aberrant root thigmomorphogenesis.  anisotropic, chiral root expansion manifesting as tightly curled root patterns upon contact with solid surfaces. this  defect  is nonadditive and dependent on light and nutrients.		TAIR
4490	4490	ath	AT1G26640		Decrease in campesterol and sitosterol contents and decrease in &#946.-caryophyllene emission.		TAIR
4489	4489	ath	AT1G26310		double mutant. cal1-1 is a strong allele with inflorescence resembling a cauliflower. cal enhances ap1-1 mutant phenotype, to completely transform floral meristem to inflorescence meristem. cal1-1 alone confers no visible phenotype. ap1-1 presents homeotic conversions of sepals to bracts and formation of secondary flowers in the axil of the transformed sepals. lacks petals. tertiary flowers are found within the secondary flowers. Indistinguishable from ap1-1 cal1-1 double mutant. Upon DEX treatment, synchronized floral meristem formation is induced. No visible phenotype. Flower meristems behave like inflorescence meristems and continuously elaborate new meristems, resulting in the 'cauliflower' phenotype. Eventually flowers resembling those of ap1 single mutants eventually appear and set seeds. Inflorescences take 7-10 days longer than ap1 cal mutant to begin producing flowers.		TAIR
4488	4488	ath	AT1G26260		cib1 or cib5 single mutant shows no obvious phenotype, and cib1cib5 double mutant showed a mild but statistically significant delay of flowering under a photoperiodic inductive condition (plants were grown in short-day photoperiod (9h light/15h dark) for 20 days and transfered to long-day photoperiod (16h light/ 8h dark) for 4 days, and removed back to short-day to continue grow until flowering.		TAIR
4487	4487	ath	AT1G25410		Medium size rosette,  leaf margins  slightly serrated, somewhat early flowering, light-green plants, height = 30-35 cm. leaves slightly serrated, light green plants, early flowering, height = 30-35 cm. No visible phenotype. Fewer rosette leaves than wild type indicating a prolonged plastochron. Flowering time is delayed when grown on vermiculite but not on nutrient agar. Indistinguishable from wild type in the early stages of development. Phenotypic differences become evident as the plant age. Rduced shoot apical meristem size and thin inflorescence stems. Short and thin aerial parts. Some seeds are aborted but surviving ones are larger than those of wild type. Thin, small plants.		TAIR
4486	4486	ath	AT1G25220		suppressor of superoot2-1 phenotype. Ethylene insensitive in roots of 3-day-old dark-grown seedlings, shorter hypocotyls. hypocotyl height and ethylene defects can be complemented by 10uM Tryptophan. adult plants are pale and slightly reticulated. Ethylene insensitive in roots of 3-day-old dark-grown seedlings. short hypocotyls. hypocotyl height and ethylene defects can be complemented by 10uM Tryptophan. Ethylene insensitive in roots of 3-day-old dark-grown seedlings, short hypocotyls. hypocotyl height and ethylene defects can be complemented by 10uM tryptophan. wei7 nearly completely supresses auxin-overproduction phenotype of sur2. Shows reduced triple response in air: roots of the double mutant are longer than that of the ctr1-1 single mutant.		TAIR
4473	4473	ath	AT1G22530		RAM size was reduced by 25%,mutants germinated in 100 nM 2,4D were highly agravitropic, embryo patterning defects.		TAIR
4485	4485	ath	AT1G24560		dwarfism. severe wavy rosette and late flowering phenotype. seedling lethality.		TAIR
4483	4483	ath	AT1G23800		No visible phenotype.		TAIR
4482	4482	ath	AT1G23540		Increased axillary branching, reduced stature, reduced fertility.		TAIR
